source_file,sheet,row,key,value_1,value_2,value_3,value_4
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,68,Instrument,SMU3,GNDU,SMU4,SMU1
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,69,Name,DrainV,N/A,SourceV,GateV
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,70,Operation Mode,Voltage Bias,Common,Voltage Bias,Voltage Linear Sweep
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,71,Master/Subordinate,N/A,N/A,N/A,Master
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,72,Start/Bias,0.1,0,0,-20
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,73,Stop,N/A,N/A,N/A,-3
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,74,Step,N/A,N/A,N/A,0.05
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,75,Number of Points,0,N/A,0,341
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,76,Compliance,0.1,N/A,0.1,0.1
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,77,Measure Current,Measured,N/A,No,No
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,78,Measure Voltage,No,N/A,No,Programmed
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,79,Current Range,Limited Auto=1uA,N/A,Limited Auto=1uA,Auto
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,80,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,81,AC Measure I Range,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,82,Dual Sweep,N/A,N/A,N/A,Disabled
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,83,Pulse Mode,Disabled,N/A,Disabled,Disabled
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,84,Pulse On Time,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,85,Pulse Off Time,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,86,Pulse Base Voltage,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,87,Presoak,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,88,Frequency Mode,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,89,Frequency,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,90,Start Frequency,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,91,Stop Frequency,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,92,Frequency Points,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,93,AC Drive Signal,OFF,N/A,OFF,OFF
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,94,Overvoltage Protection,,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,95,Compensation,,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,96,CVU Path,,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,98,Formulas,,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,99,"GM = DIFF(DRAINI, GATEV)",,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,100,"IDLIN = TANFIT(GATEV, DRAINI, MAXPOS(GM))",,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T2-60K,101,"VT = TANFITXINT(GATEV, DRAINI, MAXPOS(GM))",,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,107,Test Name,vgs-id#1@1,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,108,Mode,Sweeping,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,109,Speed,Normal,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,110,Sweep Delay,0,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,111,Hold Time,0,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,112,Site Coordinate,"0,0",,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,113,Last Executed,07/11/2026 19:22:16,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,114,Clarius+ Version,V1.12,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,115,Execution Time,,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,116,Interlock,High Voltage Enabled,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,118,Device Terminal,Drain,Bulk,Source,Gate
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,119,Instrument,SMU3,GNDU,SMU4,SMU1
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,120,Name,DrainV,N/A,SourceV,GateV
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,121,Operation Mode,Voltage Bias,Common,Voltage Bias,Voltage Linear Sweep
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,122,Master/Subordinate,N/A,N/A,N/A,Master
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,123,Start/Bias,0.1,0,0,-20
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,124,Stop,N/A,N/A,N/A,-3
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,125,Step,N/A,N/A,N/A,0.05
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,126,Number of Points,0,N/A,0,341
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,127,Compliance,0.1,N/A,0.1,0.1
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,128,Measure Current,Measured,N/A,No,No
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,129,Measure Voltage,No,N/A,No,Programmed
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,130,Current Range,Limited Auto=1uA,N/A,Limited Auto=1uA,Auto
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,131,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,132,AC Measure I Range,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,133,Dual Sweep,N/A,N/A,N/A,Disabled
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,134,Pulse Mode,Disabled,N/A,Disabled,Disabled
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,135,Pulse On Time,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,136,Pulse Off Time,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,137,Pulse Base Voltage,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,138,Presoak,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,139,Frequency Mode,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,140,Frequency,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,141,Start Frequency,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,142,Stop Frequency,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,143,Frequency Points,N/A,N/A,N/A,N/A
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,144,AC Drive Signal,OFF,N/A,OFF,OFF
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,145,Overvoltage Protection,,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,146,Compensation,,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,147,CVU Path,,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,149,Formulas,,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,150,"GM = DIFF(DRAINI, GATEV)",,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,151,"IDLIN = TANFIT(GATEV, DRAINI, MAXPOS(GM))",,,,
T转移特性曲线\vgs-id#T-60K.xlsx,T1-60K,152,"VT = TANFITXINT(GATEV, DRAINI, MAXPOS(GM))",,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,5,Test Name,vds-id#1@1,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,6,Mode,Sweeping,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,7,Speed,Normal,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,8,Sweep Delay,0,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,9,Hold Time,0,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,10,Site Coordinate,"0,0",,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,11,Last Executed,07/11/2026 15:54:54,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,12,Clarius+ Version,V1.12,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,13,Execution Time,00:00:00:12,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,14,Interlock,High Voltage Enabled,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,16,Device Terminal,Drain,Bulk,Source,Gate
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,17,Instrument,SMU3,GNDU,SMU4,SMU1
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,18,Name,DrainV,N/A,SourceV,GateV
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,19,Operation Mode,Voltage Linear Sweep,Common,Voltage Bias,Voltage Bias
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,20,Master/Subordinate,Master,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,21,Start/Bias,0,0,0,-20
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,22,Stop,150,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,23,Step,1,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,24,Number of Points,151,N/A,0,0
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,25,Compliance,0.01,N/A,0.1,0.1
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,26,Measure Current,Measured,N/A,No,Measured
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,27,Measure Voltage,Programmed,N/A,No,Programmed
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,28,Current Range,Limited Auto=1uA,N/A,Auto,Limited Auto=1uA
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,29,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,30,AC Measure I Range,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,31,Dual Sweep,Disabled,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,32,Pulse Mode,Disabled,N/A,Disabled,Disabled
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,33,Pulse On Time,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,34,Pulse Off Time,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,35,Pulse Base Voltage,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,36,Presoak,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,37,Frequency Mode,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,38,Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,39,Start Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,40,Stop Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,41,Frequency Points,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,42,AC Drive Signal,OFF,N/A,OFF,OFF
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,43,Overvoltage Protection,,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,44,Compensation,NA,,,
S输出特性曲线\vds-id#S-0K.xlsx,S3-0k,45,CVU Path,Direct,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,51,Test Name,vds-id#1@1,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,52,Mode,Sweeping,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,53,Speed,Normal,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,54,Sweep Delay,0,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,55,Hold Time,0,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,56,Site Coordinate,"0,0",,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,57,Last Executed,07/11/2026 15:53:23,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,58,Clarius+ Version,V1.12,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,59,Execution Time,00:00:00:12,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,60,Interlock,High Voltage Enabled,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,62,Device Terminal,Drain,Bulk,Source,Gate
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,63,Instrument,SMU3,GNDU,SMU4,SMU1
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,64,Name,DrainV,N/A,SourceV,GateV
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,65,Operation Mode,Voltage Linear Sweep,Common,Voltage Bias,Voltage Bias
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,66,Master/Subordinate,Master,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,67,Start/Bias,0,0,0,-20
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,68,Stop,150,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,69,Step,1,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,70,Number of Points,151,N/A,0,0
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,71,Compliance,0.01,N/A,0.1,0.1
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,72,Measure Current,Measured,N/A,No,Measured
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,73,Measure Voltage,Programmed,N/A,No,Programmed
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,74,Current Range,Limited Auto=1uA,N/A,Auto,Limited Auto=1uA
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,75,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,76,AC Measure I Range,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,77,Dual Sweep,Disabled,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,78,Pulse Mode,Disabled,N/A,Disabled,Disabled
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,79,Pulse On Time,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,80,Pulse Off Time,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,81,Pulse Base Voltage,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,82,Presoak,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,83,Frequency Mode,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,84,Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,85,Start Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,86,Stop Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,87,Frequency Points,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,88,AC Drive Signal,OFF,N/A,OFF,OFF
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,89,Overvoltage Protection,,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,90,Compensation,NA,,,
S输出特性曲线\vds-id#S-0K.xlsx,S2-0k,91,CVU Path,Direct,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,97,Test Name,vds-id#1@1,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,98,Mode,Sweeping,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,99,Speed,Normal,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,100,Sweep Delay,0,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,101,Hold Time,0,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,102,Site Coordinate,"0,0",,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,103,Last Executed,07/11/2026 15:50:40,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,104,Clarius+ Version,V1.12,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,105,Execution Time,00:00:00:13,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,106,Interlock,High Voltage Enabled,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,108,Device Terminal,Drain,Bulk,Source,Gate
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,109,Instrument,SMU3,GNDU,SMU4,SMU1
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,110,Name,DrainV,N/A,SourceV,GateV
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,111,Operation Mode,Voltage Linear Sweep,Common,Voltage Bias,Voltage Bias
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,112,Master/Subordinate,Master,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,113,Start/Bias,0,0,0,-20
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,114,Stop,150,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,115,Step,1,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,116,Number of Points,151,N/A,0,0
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,117,Compliance,0.01,N/A,0.1,0.1
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,118,Measure Current,Measured,N/A,No,Measured
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,119,Measure Voltage,Programmed,N/A,No,Programmed
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,120,Current Range,Limited Auto=1uA,N/A,Auto,Limited Auto=1uA
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,121,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,122,AC Measure I Range,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,123,Dual Sweep,Disabled,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,124,Pulse Mode,Disabled,N/A,Disabled,Disabled
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,125,Pulse On Time,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,126,Pulse Off Time,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,127,Pulse Base Voltage,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,128,Presoak,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,129,Frequency Mode,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,130,Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,131,Start Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,132,Stop Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,133,Frequency Points,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,134,AC Drive Signal,OFF,N/A,OFF,OFF
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,135,Overvoltage Protection,,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,136,Compensation,NA,,,
S输出特性曲线\vds-id#S-0K.xlsx,S1-0k,137,CVU Path,Direct,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,5,Test Name,vds-id#1@1,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,6,Mode,Sweeping,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,7,Speed,Normal,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,8,Sweep Delay,0,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,9,Hold Time,0,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,10,Site Coordinate,"0,0",,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,11,Last Executed,07/11/2026 17:10:10,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,12,Clarius+ Version,V1.12,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,13,Execution Time,00:00:00:15,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,14,Interlock,High Voltage Enabled,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,16,Device Terminal,Drain,Bulk,Source,Gate
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,17,Instrument,SMU3,GNDU,SMU4,SMU1
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,18,Name,DrainV,N/A,SourceV,GateV
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,19,Operation Mode,Voltage Linear Sweep,Common,Voltage Bias,Voltage Bias
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,20,Master/Subordinate,Master,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,21,Start/Bias,0,0,0,-20
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,22,Stop,150,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,23,Step,1,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,24,Number of Points,151,N/A,0,0
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,25,Compliance,0.01,N/A,0.1,0.1
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,26,Measure Current,Measured,N/A,No,Measured
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,27,Measure Voltage,Programmed,N/A,No,Programmed
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,28,Current Range,Limited Auto=1uA,N/A,Auto,Limited Auto=1uA
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,29,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,30,AC Measure I Range,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,31,Dual Sweep,Disabled,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,32,Pulse Mode,Disabled,N/A,Disabled,Disabled
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,33,Pulse On Time,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,34,Pulse Off Time,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,35,Pulse Base Voltage,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,36,Presoak,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,37,Frequency Mode,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,38,Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,39,Start Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,40,Stop Frequency,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,41,Frequency Points,N/A,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,42,AC Drive Signal,OFF,N/A,OFF,OFF
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,43,Overvoltage Protection,,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,44,Compensation,NA,,,
S输出特性曲线\vds-id#S-10K.xlsx,S3-10K,45,CVU Path,Direct,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,51,Test Name,vds-id#1@1,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,52,Mode,Sweeping,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,53,Speed,Normal,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,54,Sweep Delay,0,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,55,Hold Time,0,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,56,Site Coordinate,"0,0",,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,57,Last Executed,07/11/2026 17:08:40,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,58,Clarius+ Version,V1.12,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,59,Execution Time,00:00:00:21,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,60,Interlock,High Voltage Enabled,,,
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,62,Device Terminal,Drain,Bulk,Source,Gate
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,63,Instrument,SMU3,GNDU,SMU4,SMU1
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,64,Name,DrainV,N/A,SourceV,GateV
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,65,Operation Mode,Voltage Linear Sweep,Common,Voltage Bias,Voltage Bias
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,66,Master/Subordinate,Master,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,67,Start/Bias,0,0,0,-20
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,68,Stop,150,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,69,Step,1,N/A,N/A,N/A
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,70,Number of Points,151,N/A,0,0
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,71,Compliance,0.01,N/A,0.1,0.1
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,72,Measure Current,Measured,N/A,No,Measured
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,73,Measure Voltage,Programmed,N/A,No,Programmed
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,74,Current Range,Limited Auto=1uA,N/A,Auto,Limited Auto=1uA
S输出特性曲线\vds-id#S-10K.xlsx,S2-10K,75,Voltage Range,Best Fixed,N/A,Best Fixed,Best Fixed
