source_file,sheet,device_group,device_no,device_id,dose_krad_si,scan_no,sweep,point_no,DrainI,DrainV,GateI,GateV
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,61,7.12768244426343e-09,60.0,-1.17277798583615e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,62,7.20875092952156e-09,61.0,-1.20094018063455e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,63,7.27030569080966e-09,62.0,-1.18538789894984e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,64,7.33771488015122e-09,63.0,-1.16016835027821e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,65,7.41636529966172e-09,64.0,-1.19631637929274e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,66,7.4773689462404e-09,65.0,-1.20724458207988e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,67,7.54978390915539e-09,66.0,-1.21775312056371e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,68,7.61511387281644e-09,67.0,-1.21859383694911e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,69,7.67573560267465e-09,68.0,-1.19841803147835e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,70,7.75264741292858e-09,69.0,-1.23876964241987e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,71,7.8128863378879e-09,70.0,-1.199258470308e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,72,7.88224685521755e-09,71.0,-1.16142900852267e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,73,7.95640175965673e-09,72.0,-1.19967896727857e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,74,8.02181698844606e-09,73.0,-1.20766535660621e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,75,8.08850497691083e-09,74.0,-1.23498655746346e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,76,8.15519296537559e-09,75.0,-1.20976673123607e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,77,8.23350365664055e-09,76.0,-1.19421472710712e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,78,8.29959745374254e-09,77.0,-1.1891707063505e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,79,8.38011526838045e-09,78.0,-1.20598392383542e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,80,8.45558467688079e-09,79.0,-1.21733262359314e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,81,8.52549586483065e-09,80.0,-1.21901405636393e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,82,8.61462545742597e-09,81.0,-1.22363758014998e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,83,8.69378613543859e-09,82.0,-1.20850579543585e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,84,8.79212080917569e-09,83.0,-1.20094018063455e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,85,8.87289264284163e-09,84.0,-1.23372534410748e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,86,8.97504559560502e-09,85.0,-1.20850579543585e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,87,9.08385899833775e-09,86.0,-1.2211159861053e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,88,9.19674381094637e-09,87.0,-1.21354953863673e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,89,9.33224164612056e-09,88.0,-1.21186866097744e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,90,9.48597911332172e-09,89.0,-1.20430276862038e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,91,9.63836033207599e-09,90.0,-1.21186866097744e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,92,9.85365300465446e-09,91.0,-1.1946352240777e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,93,1.01231201199425e-08,92.0,-1.24087101704973e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,94,1.04534194633743e-08,93.0,-1.2047229880352e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,95,1.08697086886878e-08,94.0,-1.20262133584959e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,96,1.15742579964717e-08,95.0,-1.21312931922191e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,97,1.21094148042289e-08,96.0,-1.21018695065089e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,98,1.28738220084301e-08,97.0,-1.20136040004937e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,99,1.43777354466579e-08,98.0,-1.21102794459205e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,100,1.58879256417777e-08,99.0,-1.17908294239299e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,101,1.74991239276778e-08,100.0,-1.23330512469266e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,102,2.04842507400826e-08,101.0,-1.23961008124951e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,103,2.35807817716704e-08,102.0,-1.20892629240643e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,104,2.7865729279597e-08,103.0,-1.2047229880352e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,105,3.17905950453223e-08,104.0,-1.25053856159241e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,106,3.64129704166771e-08,105.0,-1.24927762579219e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,107,4.50342767521761e-08,106.0,-1.23792892603447e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,108,5.7406357001355e-08,107.0,-1.23708793209332e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,109,6.3462515242918e-08,108.0,-1.2156514683781e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,110,9.52196685943818e-08,109.0,-1.26945343126295e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,111,1.05149062790133e-07,110.0,-1.27029414764834e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,112,1.38345683353691e-07,111.0,-1.23330512469266e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,113,1.77738286311069e-07,112.0,-1.29887628430581e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,114,1.04705080161693e-07,113.0,-1.18833026752085e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,115,6.24622202849423e-07,114.0,-1.27113458647798e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,116,3.96909626942943e-07,115.0,-1.16311071884923e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,117,1.51194888076134e-06,116.0,-1.15890713692224e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,118,2.13859584619058e-05,117.0,-1.13789089262184e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,119,0.00528546329587698,118.0,-1.08114628361022e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,120,0.00999998673796654,119.0,-1.48466128280234e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,121,0.00999998953193426,120.0,-1.35982364257714e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,122,0.0100000062957406,121.0,-1.2686129924333e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,123,0.00999998208135366,122.0,-1.31989280616196e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,124,0.00999999046325684,123.0,-1.23246468586302e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,125,0.00999999511986971,124.0,-1.24423360503556e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,126,0.00999999791383743,125.0,-1.24801696754773e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,127,0.00999999791383743,126.0,-1.2055637044206e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,128,0.00999997835606337,127.0,-1.22994253670683e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,129,0.00999999325722456,128.0,-1.15974813086339e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,130,0.00999998953193426,129.0,-1.1555445489364e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,131,0.0100000044330955,130.0,-1.13536874346565e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,132,0.00999998208135366,131.0,-1.14167370002249e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,133,0.00999998301267624,132.0,-1.13158565850924e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,134,0.00999998394399881,133.0,-1.15890713692224e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,135,0.00999999325722456,134.0,-1.1572259817072e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,136,0.0100000007078052,135.0,-1.13368758825061e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,137,0.00999997835606337,136.0,-1.12612169589354e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,138,0.00999998301267624,137.0,-1.13242637489464e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,139,0.00999997369945049,138.0,-1.17740178717796e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,140,0.00999999698251486,139.0,-1.14671772077912e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,141,0.00999998021870852,140.0,-1.16100878910785e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,142,0.00999998208135366,141.0,-1.12233888849289e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,143,0.00999997463077307,142.0,-1.11309128580928e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,144,0.00999997835606337,143.0,-1.11014919479402e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,145,0.00999999605119228,144.0,-1.11771480959533e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,146,0.00999998208135366,145.0,-1.13578896288047e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,147,0.00999997835606337,146.0,-1.14503628800833e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,148,0.00999996531754732,147.0,-1.13999254480746e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,149,0.00999998580664396,148.0,-1.11225084697963e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,150,0.00999998021870852,149.0,-1.1282230705234e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S1-60K-2,S,1,S1,60,2,output,151,0.00999998208135366,150.0,-1.10930875596438e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,1,4.53820314660902e-12,0.0,6.34184316172792e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,2,7.31293303690705e-10,1.0,2.23019602785257e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,3,8.28737245495148e-10,2.0,5.0685178276666e-11,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,4,9.21302700795934e-10,3.0,-2.43433051494435e-11,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,5,1.01013497566527e-09,4.0,-6.51571574472598e-11,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,6,1.09510678303337e-09,5.0,-8.02048982784243e-11,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,7,1.17753318207292e-09,6.0,-8.78128125769706e-11,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,8,1.26390498067508e-09,7.0,-9.26886345453681e-11,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,9,1.35409483625892e-09,8.0,-9.96240312467478e-11,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,10,1.45472034418503e-09,9.0,-9.96240312467478e-11,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,11,1.54991597334231e-09,10.0,-1.06895714502286e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,12,1.66152902547623e-09,11.0,-1.10174258605156e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,13,1.79303816238985e-09,12.0,-1.18706933172064e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,14,1.93417704075216e-09,13.0,-1.274076955049e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,15,2.10382378185159e-09,14.0,-1.41068351444673e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,16,2.29943286633727e-09,15.0,-1.59226520857203e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,17,2.52291321167775e-09,16.0,-1.79696479918334e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,18,2.80031264843217e-09,17.0,-2.08068590135113e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,19,3.1235278807884e-09,18.0,-2.40601982781641e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,20,3.5019345201448e-09,19.0,-2.84820472762348e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,21,3.96179222761361e-09,20.0,-3.34335087393001e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,22,4.50428849774198e-09,21.0,-3.90869170363572e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,23,5.1415556256984e-09,22.0,-4.54927151505302e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,24,5.91835025431919e-09,23.0,-5.31048482965701e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,25,6.82805367802075e-09,24.0,-6.08765260423638e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,26,7.95614685245027e-09,25.0,-6.9467509522525e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,27,9.33936838976024e-09,26.0,-7.91596788118909e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,28,1.10676943165799e-08,27.0,-8.85492346114347e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,29,1.33138682301137e-08,28.0,-9.89979542787012e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,30,1.63961857424511e-08,29.0,-1.0986698217863e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,31,2.15410747017586e-08,30.0,-1.20597298813863e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,32,3.54816300784933e-08,31.0,-1.31441091344442e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,33,6.08369461474467e-08,32.0,-1.29566546380744e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,34,7.5156941647947e-07,33.0,-1.42755640641923e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,35,7.38727806037787e-07,34.0,-1.43579426126195e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,36,2.38179040934483e-06,35.0,-1.45777612203801e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,37,6.22115112491883e-06,36.0,-1.47072143352744e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,38,5.77505215915153e-06,37.0,-1.38905664748279e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,39,2.28446879191324e-05,38.0,-1.35681954560596e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,40,0.000623209634795785,39.0,-1.362997936738e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,41,0.00254415208473802,40.0,-1.34690036901475e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,42,0.00452528242021799,41.0,-1.3395450304543e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,43,0.00569203495979309,42.0,-1.33559419079887e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,44,0.00590644078329206,43.0,-1.32571709166029e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,45,0.00515220733359456,44.0,2.69090865145927e-08,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,46,0.00575415417551994,45.0,2.2197294669013e-08,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,47,0.00556596182286739,46.0,3.68458752397771e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,48,0.00230742827989161,47.0,-4.64720789628004e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,49,0.00370476907119155,48.0,4.65260230342324e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,50,0.00244354223832488,49.0,2.18464757395509e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,51,0.00206318381242454,50.0,2.8213585778758e-07,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,52,2.42189726122888e-05,51.0,-1.99283745061507e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,53,3.08944909193087e-05,52.0,-9.28026988589181e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,54,4.46692574769259e-05,53.0,-1.16675868966354e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,55,0.00235174712724984,54.0,3.36409328838272e-07,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,56,0.00302651431411505,55.0,-1.9788507188423e-07,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,57,9.69441589404596e-06,56.0,-1.05512643067129e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,58,4.31559783464763e-08,57.0,-5.23440568667155e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,59,6.65124275656126e-08,58.0,-5.36680921925381e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,60,8.79772983353178e-08,59.0,-5.40674005566899e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,61,1.32728558810413e-07,60.0,-5.44246814282445e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,62,2.46503788048358e-07,61.0,-5.50972045765263e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,63,4.92618539738032e-07,62.0,-5.48492140595158e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,64,1.40996519348846e-06,63.0,-5.53578072270966e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,65,2.59633043242502e-06,64.0,-5.49416845352368e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,66,1.17540303108399e-05,65.0,-5.56646451155274e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,67,6.09172047916218e-06,66.0,-5.55217372077976e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,68,4.07724364777096e-05,67.0,-5.57739299189564e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,69,7.01779863447882e-05,68.0,-4.95825047686083e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,70,7.80084155849181e-05,69.0,-5.51056089648228e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,71,7.10627209628001e-05,70.0,-5.2352466806127e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,72,7.07181170582771e-05,71.0,-5.80478942691087e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,73,7.62741183280014e-05,72.0,-5.77494718712046e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,74,7.54193315515295e-05,73.0,-5.29577381946922e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,75,8.33648955449462e-05,74.0,-5.3357046558844e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,76,8.29221826279536e-05,75.0,-4.98052765696144e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,77,8.83440370671451e-05,76.0,-5.4050586228982e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,78,9.0488771093078e-05,77.0,-5.25079868474165e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,79,9.22513427212834e-05,78.0,-5.10326336744527e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,80,9.82068449957296e-05,79.0,-5.23944998498393e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,81,0.000100093922810629,80.0,-4.930508779033e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,82,0.000106195140688214,81.0,-4.38492325782747e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,83,0.000111802335595712,82.0,-5.22768051069988e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,84,0.000117891009722371,83.0,-4.45721959341228e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,85,0.000137222828925587,84.0,-4.26218754734364e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,86,0.00012772242189385,85.0,-4.49336789998256e-10,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,87,-3.2398929761257e-08,86.0,-2.99288842597889e-08,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,88,2.27871019831127e-08,87.0,-1.04987263327416e-09,-20.0
S输出特性曲线\vds-id#S-60K.xlsx,S2-60K,S,2,S2,60,1,output,89,2.35200747766839e-08,88.0,-5.58075585743723e-10,-20.0
